No.,Paper no.,Feature name,Feature definition,Category,Data source,Frequency,Formula,Comments,,,,,,,,,,,,,,,,,
390,5,BAA,Moody’s Seasoned Baa Corporate Bond Yield,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
391,5,COMPAPFFx,3-Month Commercial Paper Minus FEDFUNDS,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
392,5,TB3SMFFM,3-Month Treasury C Minus FEDFUNDS,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
393,5,TB6SMFFM,6-Month Treasury C Minus FEDFUNDS,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
394,5,T1YFFM,1-Year Treasury C Minus FEDFUNDS,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
395,5,T5YFFM,5-Year Treasury C Minus FEDFUNDS,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
396,5,T10YFFM,10-Year Treasury C Minus FEDFUNDS,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
397,5,AAAFFM,Moody’s Aaa Corporate Bond Minus FEDFUNDS,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
398,5,BAAFFM,Moody’s Baa Corporate Bond Minus FEDFUNDS,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
399,5,TWEXMMTH,Trade Weighted U.S. Dollar Index: Major Currencies,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,,,,,,,,,,,,,,,,,,
400,5,EXSZUSx,Switzerland/U.S. Foreign Exchange Rate,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
401,5,EXJPUSx,Japan/U.S. Foreign Exchange Rate,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
402,5,EXUSUKx,U.S./U.K. Foreign Exchange Rate,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
403,5,EXCAUSx,Canada/U.S. Foreign Exchange Rate,Interest and exchange rates,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
404,5,PPIFGS,PPI: Finished Goods,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
405,5,PPIFCG,PPI: Finished Consumer Goods,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
406,5,PPIITM,PPI: Intermediate Materials,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
407,5,PPICRM,PPI: Crude Materials,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
408,5,OILPRICEx,"Crude Oil, spliced WTI and Cushing",Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
409,5,PPICMM,PPI: Metals and metal products:,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
410,5,NAPMPRI,ISM Manufacturing: Prices Index,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
411,5,CPIAUCSL,CPI: All Items,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
412,5,CPIAPPSL,CPI: Apparel,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
413,5,CPITRNSL,CPI: Transportation,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
414,5,CPIMEDSL,CPI: Medical Care,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
415,5,CUSR0000SAC,CPI: Commodities,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
416,5,CUUR0000SAD,CPI: Durables,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
417,5,CUSR0000SAS,CPI: Services,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
418,5,CPIULFSL,CPI: All Items Less Food,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
419,5,CUUR0000SA0L2,CPI: All items less shelter,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
420,5,CUSR0000SA0L5,CPI: All items less medical care,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
421,5,PCEPI,Personal Cons. Expend.: Chain Index,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
422,5,DDURRG3M086SBEA,Personal Cons. Exp: Durable goods,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
423,5,DNDGRG3M086SBEA,Personal Cons. Exp: Nondurable goods,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
424,5,DSERRG3M086SBEA,Personal Cons. Exp: Services,Prices,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
425,5,S&P 500,S&P’s Common Stock Price Index: Composite,Stock market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
426,5,S&P: indust,S&P’s Common Stock Price Index: Industrials,Stock market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
427,5,S&P div yield,S&P’s Composite Common Stock: Dividend Yield,Stock market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
428,5,S&P PE ratio,S&P’s Composite Common Stock: Price-Earnings Ratio,Stock market,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,7,,,,,,,,,,,,,,,,,
429,6,"MA(1,9)","Moving average signal (1,9)",Technical indicator,WRDS,Monthly,"1 if MA(1) >= MA(9), 0 if MA(1) < MA(9)",,,,,,,,,,,,,,,,,,
430,6,"MA(1, 12)","Moving average signal (1,12)",Technical indicator,WRDS,Monthly,"1 if MA(1) >= MA(12), 0 if MA(1) < MA(12)",,,,,,,,,,,,,,,,,,
431,6,"MA(2,9)","Moving average signal (2,9)",Technical indicator,WRDS,Monthly,"1 if MA(2) >= MA(9), 0 if MA(2) < MA(9)",,,,,,,,,,,,,,,,,,
432,6,"MA(2, 12)","Moving average signal (2,12)",Technical indicator,WRDS,Monthly,"1 if MA(2) >= MA(12), 0 if MA(2) < MA(12)",,,,,,,,,,,,,,,,,,
433,6,"MA(3,9)","Moving average signal (3,9)",Technical indicator,WRDS,Monthly,"1 if MA(3) >= MA(9), 0 if MA(3) < MA(9)",,,,,,,,,,,,,,,,,,
434,6,"MA(3, 12)","Moving average signal (3,12)",Technical indicator,WRDS,Monthly,"1 if MA(3) >= MA(12), 0 if MA(3) < MA(12)",,,,,,,,,,,,,,,,,,
435,6,MOM(9),9-month momentum,Technical indicator,WRDS,Monthly,"1 if p(t) >= p(t-9), 0 if p(t) < p(t-9)",,,,,,,,,,,,,,,,,,
436,6,MOM(12),12-month momentum,Technical indicator,WRDS,Monthly,"1 if p(t) >= p(t-12), 0 if p(t) < p(t-12)",,,,,,,,,,,,,,,,,,
437,6,"VOL(1, 9)","On-balance volume signal (1,9)",Technical indicator,WRDS,Monthly,"1 if VOL(1) >= VOL(9), 0 if VOL(1) < VOL(9)",,,,,,,,,,,,,,,,,,
438,6,"VOL(1, 12)","On-balance volume signal (1,12)",Technical indicator,WRDS,Monthly,"1 if VOL(1) >= VOL(12), 0 if VOL(1) < VOL(12)",,,,,,,,,,,,,,,,,,
439,6,"VOL(2, 9)","On-balance volume signal (2,9)",Technical indicator,WRDS,Monthly,"1 if VOL(2) >= VOL(9), 0 if VOL(2) < VOL(9)",,,,,,,,,,,,,,,,,,
440,6,"VOL(2, 12)","On-balance volume signal (2,12)",Technical indicator,WRDS,Monthly,"1 if VOL(2) >= VOL(12), 0 if VOL(2) < VOL(12)",,,,,,,,,,,,,,,,,,
441,6,"VOL(3, 9)","On-balance volume signal (3,9)",Technical indicator,WRDS,Monthly,"1 if VOL(3) >= VOL(9), 0 if VOL(3) < VOL(9)",,,,,,,,,,,,,,,,,,
442,6,"VOL(3, 12)","On-balance volume signal (3,12)",Technical indicator,WRDS,Monthly,"1 if VOL(3) >= VOL(12), 0 if VOL(3) < VOL(12)",,,,,,,,,,,,,,,,,,
443,7,RPI,Real Personal Income    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
444,7,W875RX1,Real personal income ex transfer receipts ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
445,7,DPCERA3M086SBEA,Real personal consumption expenditures   ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
446,7,CMRMTSPLx,Real Manu. and Trade Industries Sales ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
447,7,RETAILx,Retail and Food Services Sales  ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
448,7,INDPRO,IP Index     ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
449,7,IPFPNSS,IP: Final Products and Nonindustrial Supplies ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
450,7,IPFINAL,IP: Final Products (Market Group)  ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
451,7,IPCONGD,IP: Consumer Goods    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
452,7,IPDCONGD,IP: Durable Consumer Goods   ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
453,7,IPNCONGD,IP: Nondurable Consumer Goods   ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
454,7,IPBUSEQ,IP: Business Equipment    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
455,7,IPMAT,IP: Materials     ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
456,7,IPDMAT,IP: Durable Materials    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
457,7,IPNMAT,IP: Nondurable Materials    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
458,7,IPMANSICS,IP: Manufacturing (SIC)    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
459,7,IPB51222S,IP: Residential Utilities    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
460,7,IPFUELS,IP: Fuels     ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
461,7,CUMFNS,Capacity Utilization: Manufacturing    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
462,7,HWI,Help-Wanted Index for United States  ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
463,7,HWIURATIO,Ratio of Help Wanted/No. Unemployed  ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
464,7,CLF16OV,Civilian Labor Force    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
465,7,CE16OV,Civilian Employment     ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
466,7,UNRATE,Civilian Unemployment Rate    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
467,7,UEMPMEAN,Average Duration of Unemployment (Weeks)  ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
468,7,UEMPLT5,Civilians Unemployed - Less Than 5 Weeks,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
469,7,UEMP5TO14,Civilians Unemployed for 41760 Weeks  ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
470,7,UEMP15OV,Civilians Unemployed - 15 Weeks & Over,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
471,7,UEMP15T26,Civilians Unemployed for 15-26 Weeks  ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
472,7,UEMP27OV,Civilians Unemployed for 27 Weeks and Over,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
473,7,CLAIMSx,Initial Claims     ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
474,7,PAYEMS,All Employees: Total nonfarm   ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
475,7,USGOOD,All Employees: Goods-Producing Industries   ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
476,7,CES1021000001,All Employees: Mining and Logging: Mining ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
477,7,USCONS,All Employees: Construction    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
478,7,MANEMP,All Employees: Manufacturing    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
479,7,DMANEMP,All Employees: Durable goods   ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
480,7,NDMANEMP,All Employees: Nondurable goods   ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
481,7,SRVPRD,All Employees: Service-Providing Industries   ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
482,7,USTPU,"All Employees: Trade, Transportation & Utilities ",Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
483,7,USWTRADE,All Employees: Wholesale Trade   ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
484,7,USTRADE,All Employees: Retail Trade   ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
485,7,USFIRE,All Employees: Financial Activities   ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
486,7,USGOVT,All Employees: Government    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
487,7,CES0600000007,Avg Weekly Hours : Goods-Producing  ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
488,7,AWOTMAN,Avg Weekly Overtime Hours : Manufacturing ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
489,7,AWHMAN,Avg Weekly Hours : Manufacturing  ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
490,7,HOUST,Housing Starts: Total New Privately Owned ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
491,7,HOUSTNE,"Housing Starts, Northeast    ",Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
492,7,HOUSTMW,"Housing Starts, Midwest    ",Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
493,7,HOUSTS,"Housing Starts, South    ",Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
494,7,HOUSTW,"Housing Starts, West    ",Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
495,7,PERMIT,New Private Housing Permits (SAAR)  ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
496,7,PERMITNE,"New Private Housing Permits, Northeast (SAAR) ",Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
497,7,PERMITMW,"New Private Housing Permits, Midwest (SAAR) ",Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
498,7,PERMITS,"New Private Housing Permits, South (SAAR) ",Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
499,7,PERMITW,"New Private Housing Permits, West (SAAR) ",Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
500,7,AMDMNOx,New Orders for Durable Goods  ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
501,7,AMDMUOx,Unlled Orders for Durable Goods  ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
502,7,BUSINVx,Total Business Inventories    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
503,7,ISRATIOx,Total Business: Inventories to Sales Ratio ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
504,7,M1SL,M1 Money Stock    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
505,7,M2SL,M2 Money Stock    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
506,7,M2REAL,Real M2 Money Stock   ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
507,7,AMBSL,St. Louis Adjusted Monetary Base  ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
508,7,TOTRESNS,Total Reserves of Depository Institutions   ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
509,7,NONBORRES,Reserves Of Depository Institutions    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
510,7,BUSLOANS,Commercial and Industrial Loans    ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
511,7,REALLN,Real Estate Loans at All Commercial Banks ,Macro time series,https://research.stlouisfed.org/econ/mccracken/fred-databases/,Monthly,N/A,5,,,,,,,,,,,,,,,,,
