Date,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Comps,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
194802,-2.99,-7.18,-99.99,-8.48,-2.46,-5.66,-6.21,-6.92,-4.06,-7.75,-99.99,-9.67,-2.98,-5.6,-2.03,-7.27,-5.75,-4.67,-5.02,-99.99,-5.95,-5.04,-5.66,-3.83,-6.37,-99.99,-99.99,-1.9,-5.43,-2.91,-3.46,-1.06,-6.47,-3.84,0.32,-11.28,-3.76,-9.22,-4.76,-3.75,-6.58,-3.69,-1.46,-1.85,-8.55,-9.19,-6.81,4.06
194803,12.86,5.68,-99.99,11.26,-1.71,6.34,26.72,9.53,3.21,6.27,-99.99,13.22,5.75,8.19,4.73,9.02,7.95,1.93,12.83,-99.99,9.43,11.83,7.26,20.28,11.65,-99.99,-99.99,8.1,10.55,9.92,6.61,1.95,-1.43,2.65,7.1,15.91,12.84,11.19,8.06,8.69,7.57,6.78,0.02,2.42,7.73,9.55,14.26,7.7
194804,1.6,1.34,-99.99,-0.73,-0.89,4.26,-3.41,6.77,4.11,2.44,-99.99,3.81,1.99,2.54,7.71,5.42,-0.35,6.91,2.33,-99.99,3.57,-1.57,0.94,3.59,1.04,-99.99,-99.99,4.74,4.75,11.34,1.5,2.65,-0.18,6.53,3.34,-5.05,-1.08,4.51,6.49,3.6,9.89,4.94,-4.27,5.15,2.51,-0.31,4.49,-0.26
194805,0.27,4.22,-99.99,12.72,2.87,11.72,6.63,10.34,6.07,4.37,-99.99,8.33,6.64,7.79,3.62,12.02,9.75,11.12,8.08,-99.99,7.91,17,14.24,2.96,4.29,-99.99,-99.99,4.19,11.07,5.99,5.73,2.49,6.8,6.56,8.29,7.05,3.43,16.52,8.98,6.18,2.99,8.91,9.73,8.8,15.47,17.64,8.18,7.54
194806,-2.77,-1.1,-99.99,-5.57,-1.59,-7.91,-10.49,-2.12,-1.35,-2.13,-99.99,3.56,-2.73,0.46,-0.93,-3.73,-4.13,13.39,0.19,-99.99,-1.5,-0.66,0.52,-4.54,-3.39,-99.99,-99.99,-0.71,1.41,3.53,2.57,0.44,-0.93,2.96,-1.8,-6.7,-3.25,-0.05,-3.8,0.44,1.26,-1.45,-3.9,3.16,-6.69,-10.9,0.31,0.66
194807,-0.7,-3.5,-99.99,-3.65,4.37,-10.12,-7.34,-1.6,-1.71,-1.32,-99.99,-7.64,-3.92,-5.76,-8.48,-2.52,-6.29,-9.05,-3.9,-99.99,-7.26,-7.36,-4.58,1.7,-5.31,-99.99,-99.99,-3.26,-2.98,-7.25,-4.34,-1.65,-5.35,-7.77,-5.66,-7.47,-4.34,-3.9,-4.37,-4.57,-5.05,-7.93,-4.07,-5,-5.78,-7.48,-6.46,-2.57
194808,1.86,-0.5,-99.99,0.11,1.9,4.8,5.69,-0.99,-0.31,-1.85,-99.99,-2.04,-1.89,-0.33,-0.06,-1.41,1.47,4.16,1.64,-99.99,-1.53,1.25,1.14,-0.05,1.16,-99.99,-99.99,-0.22,0.01,-2.05,0.1,0.06,-0.19,2.48,6.12,9.23,5.85,0.18,0.39,2.17,-4.41,3.01,-1.18,-2.65,1.45,0.32,0,2.9
194809,-3.97,-4.45,-99.99,-1.23,-3.15,-9.38,-7.05,-8.93,-3.44,-1.49,-99.99,5.09,-3.87,-1.81,-5.94,-5.43,-3.98,-5.75,-2.16,-99.99,-4.53,-2.35,-3.5,-0.79,-3.12,-99.99,-99.99,-2.58,-5.58,-4.44,-0.89,-0.23,-4.5,-4.09,-5.5,-5.92,-3.04,-6.71,-3.91,-3.96,-2.77,-0.77,-2.71,-0.64,7.51,1.5,-5.04,-2.9
194810,7.16,3.38,-99.99,5.31,3.45,6.94,1.97,0.36,3.97,1.78,-99.99,12.79,4.39,7.11,0.89,2.93,7.55,14.32,8.4,-99.99,5.99,7.79,7.8,3.84,0.73,-99.99,-99.99,4.38,7.36,9.23,4.42,1.11,4.18,1.96,6.06,5.48,4.24,6.75,5.12,4.96,4.68,4.14,2.47,3.9,5.62,3.59,8.81,3.77
194811,-5.57,-6.24,-99.99,-7.87,-2.89,-12.77,-3.11,-15.73,-6.06,-6.68,-99.99,-9.13,-5.35,-8.48,-10.93,-10,-7.91,-18.69,-12.59,-99.99,-10.83,-11.78,-12.14,-13.24,-14.13,-99.99,-99.99,-6.78,-4.77,-12.32,-9.05,-2.06,-5.34,-7.09,-7.64,-9.19,-0.59,-12.41,-10.1,-12.75,-5.81,-5.76,-6.19,-5.99,-4.25,-6.09,-13.59,-8.48
194812,0.49,1.23,-99.99,0.78,0.79,-0.47,6.39,-2.64,0.07,0.2,-99.99,6.24,4.35,7.48,-1.12,-1.61,1.92,2.83,2,-99.99,2.17,6.9,3.97,3.7,0.95,-99.99,-99.99,-0.08,-2.01,4.86,2.65,1.09,-0.66,-1.21,3.96,5.37,7,3.61,5,1.99,0.8,1.55,1.39,7.13,8.08,0.64,3.93,-0.67
194901,1.74,3.88,-99.99,2.44,4.81,3.85,1.49,0.39,0.27,4.24,-99.99,-0.29,5.11,-0.26,6.71,2.46,0.74,0.1,0.8,-99.99,-1.53,-3,2.68,1.99,0.78,-99.99,-99.99,1.63,-4.73,-3.81,4.76,-1.26,3.68,6.62,3.02,1,-0.41,-3.42,0.77,0.28,3.08,1.09,0.03,1.42,-4.89,-5.16,-1,1.87
194902,-0.52,-2.65,-99.99,-1.71,0.36,-4.77,2.09,-10.92,-8.55,-4.57,-99.99,0.48,-1.08,-2.18,-1.04,-1.89,-2.77,-4.09,-5.86,-99.99,-3.54,-5.83,-3.52,0.64,-5.41,-99.99,-99.99,0.95,-8.16,-4.23,0.68,-0.3,-6.39,-4.58,-3.91,-0.34,0.74,-5.1,-0.05,-5.71,-3.87,-2.22,1.17,-1.68,1.48,0.51,-0.9,-2.51
194903,2.63,4.66,-99.99,5.79,0.94,4.6,3.72,12.81,9.18,3.89,-99.99,4.16,5.65,2.87,6.38,-2.28,4.1,10.13,1.38,-99.99,5.71,5.7,3.55,7.44,6.95,-99.99,-99.99,4.21,5.12,6.08,3.77,1.36,3.42,6.55,4.74,6.21,7.36,1.96,3.31,4.2,2.65,4.51,2.48,7.59,2.36,12.07,9.99,3.29
194904,-5.37,-1.43,-99.99,-1.99,0.22,-0.76,-0.02,0.96,-1.18,-2.42,-99.99,3.18,-0.07,-2.4,-5.11,-3.84,-3.87,1.79,-4.95,-99.99,-3.97,-4.11,-4.01,-6.19,-3.48,-99.99,-99.99,1.09,-8.2,1.46,1.23,-1.64,2.5,1.25,-0.79,-0.36,-6.09,-8.63,-3.4,-2.86,-1.67,-1.67,0.4,0.89,-0.78,-0.69,-1.19,-7.81
194905,-6.17,-0.63,-99.99,-1,2.9,-3.88,-2.31,-4.45,-0.42,-1.11,-99.99,-6.91,-1.33,-0.97,-4.85,-1.31,-3.24,-6.4,-6.52,-99.99,-3.04,-5.91,-2.96,-4.78,-8.38,-99.99,-99.99,-1.23,-0.85,-5.71,-0.58,-2.18,-2.01,-1.44,0.4,-6.07,-9.69,-4.72,-3.5,-3.34,-5.37,0.5,-0.23,0.84,-2.31,-1.18,-5.28,-0.07
194906,6.28,-0.36,-99.99,3.33,-0.06,-6.65,1.28,0.4,-0.98,3.41,-99.99,-3.18,2.7,0.68,-1.89,4.87,1.24,4.97,-1.27,-99.99,2.98,0.24,1.02,-1.08,0.42,-99.99,-99.99,-2.2,0.1,-1.2,-0.92,1.12,3.86,-0.22,-2.76,1.65,3.04,-4.35,0.05,-2.1,2.11,2.95,0.24,-0.39,-1.58,-2.71,-0.41,-1.21
194907,3.41,5.59,-99.99,7.24,3.1,5.22,0.66,5.93,8.96,3.88,-99.99,12.83,5.34,4.6,5.51,5.9,7.31,8.11,7.86,-99.99,5.07,7.08,9.13,2.53,4.86,-99.99,-99.99,3.3,6.51,6.23,4.73,2.41,10,2.45,9.27,7.55,3.13,11.35,5.5,3.99,4.37,5.21,4.23,6.63,4.17,2.05,7.19,9.78
194908,3.01,4.7,-99.99,4.51,3.51,2.25,-0.13,4.63,4.11,2.75,-99.99,14.76,-1.33,3.24,4.83,2.15,2.45,1.18,-0.28,-99.99,2.67,0.88,1.81,0.24,0.56,-99.99,-99.99,2.45,2.96,5.53,3.66,0.98,2.69,5.66,-0.43,1.22,1.77,0.79,5.94,0.75,3.31,1.46,-1.3,2.18,0.81,6.49,3.95,0.06
194909,0.24,2.64,-99.99,5.67,2.68,3.49,1.32,4.56,3.16,4.31,-99.99,3.68,1.63,4.93,0.04,2.74,2.82,10.85,3.56,-99.99,3.27,3.52,2.39,5.39,1.77,-99.99,-99.99,1.69,3.52,3.02,4.06,1.23,7.79,2.65,4.19,6.11,2.94,3.19,4.73,2.8,4.49,2.18,2.1,4.15,6.8,5.13,8.62,4.94
194910,4.6,1.88,-99.99,2.85,-1.39,2.73,3.72,2.6,8.94,4.18,-99.99,4.21,3.27,4.16,6.36,1.43,3.39,1.88,5.09,-99.99,2.94,2.66,7.2,4.44,2.13,-99.99,-99.99,3.72,-0.65,3.79,1.32,1.88,3.96,1.86,7.96,6.61,1.65,8.66,4.6,0.89,1,0.62,2.23,4.45,6.94,6.61,2.56,1.37
194911,2.6,1.82,-99.99,4.49,2.19,2.48,0.21,-5.56,3.91,-0.69,-99.99,4.72,4.82,5.06,-0.26,0.7,4.37,3.15,2.67,-99.99,-0.33,4.03,4.44,0,-1.14,-99.99,-99.99,-0.06,4.02,-2.88,3.24,1.67,0.39,-0.07,0.54,4.08,8.11,1.17,2.7,0.9,1.13,2.16,3.13,4.05,0.78,4.99,2.87,3.82
194912,5.43,5.89,-99.99,4.35,2.45,16.16,9.91,6.63,5.84,4.93,-99.99,14.98,7.91,5.86,0.52,7.04,7.05,16.07,6.31,-99.99,5.9,9.32,8.81,8.99,4.88,-99.99,-99.99,1.67,-2.47,1.16,3.26,1.59,4.95,7.52,13.8,3.56,3.59,7.86,8.67,8.32,4.32,4.79,5.5,3.31,10.55,1.9,7.49,2.88
195001,3.6,1.41,-99.99,3.66,-0.85,1.62,-0.85,3.26,2.55,0.08,-99.99,1.16,1.05,0.93,10.17,3.22,-0.33,5.93,3.69,-99.99,1.65,5.43,1.66,5.3,4.85,-99.99,-99.99,4.19,3.55,-0.72,3.73,1.86,-0.22,2.59,4.24,11.27,0.26,3.1,3.55,4.69,0.9,0.39,1.64,2.29,-1.65,-2.4,2.9,2.37
195002,3.03,1.49,-99.99,-1.07,1.43,5.79,-8.32,0.89,4.14,-5.03,-99.99,2.97,1.78,0.98,4.87,-4.55,1.71,1.04,3.38,-99.99,0.38,4.36,3.73,8.69,1.53,-99.99,-99.99,-0.51,-3.03,-0.49,2.39,0.66,-2.72,-3.26,0.65,7.6,2.8,3.27,-0.54,1.68,1.62,2.4,2.06,5.23,1.24,0.47,2.58,5.08
195003,0.64,0.11,-99.99,-0.29,-0.66,-6.66,-1.13,-5.3,-0.34,-0.44,-99.99,0.21,-3.32,3.58,-7.19,-4.76,0.97,-1.45,-1.51,-99.99,-1.1,4.07,1.59,-3.06,-3.55,-99.99,-99.99,-2.24,1.03,4.91,0.55,4.57,3.94,-1.54,2.83,-1.13,-4.12,-2.74,2.51,-0.79,-0.5,-0.16,-1.88,-0.6,1.37,-5.19,0.15,3.56
195004,0.43,-0.46,-99.99,2.72,-2.83,0.53,3.71,3.73,8.04,1.51,-99.99,-4.73,6.95,9.42,6.36,7.5,4.4,4.16,7.58,-99.99,2.75,6.71,10.4,16.01,2.08,-99.99,-99.99,4.13,-3.29,3.34,0.95,2.37,-1.59,1.8,-1.34,14.6,3.35,9.6,7.49,1.06,-0.41,-0.34,6.39,-0.93,-9.29,7.19,4.06,-1.11
195005,6.88,1.71,-99.99,-0.19,0.49,5.22,-5.15,-1.15,5.23,6.49,-99.99,15.12,2.57,7.45,0.9,3.27,4.4,0.93,6.14,-99.99,4.12,0.35,6.86,-3.81,3.89,-99.99,-99.99,2.68,7.96,8.81,1.83,1.97,15.48,1.65,1.77,-2.1,-2.04,3.63,7.41,0.29,5.27,3.02,-0.19,2.71,11.91,2.56,4,5.02
195006,-4.44,-6.97,-99.99,-2.17,-4.48,-9.88,-5.77,-7.79,-8.46,-5.28,-99.99,-8.62,-3.57,-6.69,-9.21,-4.89,-8.51,-13.13,-4.14,-99.99,-5.81,-7.75,-3.93,-3.04,-8.38,-99.99,-99.99,-6.21,-7.62,-4.47,-7.63,-4.28,-7.68,-6.06,-9.66,-5.56,-6.88,-4.66,-11.04,-6.35,-7.34,-4.27,-4.45,-10.03,-4.74,-11.21,-6.19,-8.26
195007,-6.85,-1.75,-99.99,5.96,-1.89,-4.14,5.85,-5.31,-2.15,5.91,-99.99,-0.6,-7.77,-3.81,2.45,16.85,-7.2,-3.65,12.15,-99.99,4.95,-1.6,-1.1,15.92,20.07,-99.99,-99.99,3.34,20.48,8.62,-5.23,-1.33,4.68,-3.91,-6.86,-4.56,-2.66,-3.63,0.88,16.18,3.82,-1.2,-0.39,-12.66,-8.95,0.6,2.71,-10.24
195008,18.32,3.45,-99.99,3.22,0.35,5.57,2.59,12.68,10.79,3.54,-99.99,1.96,3.92,7.78,3.15,2.78,6.68,7.19,4.74,-99.99,4.6,3.91,8.92,-3.11,-0.45,-99.99,-99.99,8.34,4.94,4.31,3.38,2.56,5.16,5.47,8.72,3.94,6.93,5.39,11.03,0.06,11.81,3.97,5.12,6.12,5.45,8.26,2.07,5.71
195009,2.47,4.04,-99.99,10.13,4.77,7.43,11.31,20.01,3.43,5.95,-99.99,10.55,5.55,4.2,6.77,4.52,8.62,6.4,3.22,-99.99,7.06,4.67,8.38,-1.83,1.9,-99.99,-99.99,9.38,3.23,3.54,4.49,-0.46,2.35,9.2,4.75,6.77,6.57,12.89,6.04,4.26,5.24,8.72,6.51,11.36,11.19,5.49,4.62,6.99
195010,-0.33,-0.44,-99.99,-1.16,0.15,-0.98,-6.4,0.91,-0.83,-0.25,-99.99,-2.54,-1.65,-0.85,-0.25,-0.47,-1.55,-6.31,4,-99.99,-0.76,-1.39,0.41,-0.02,5.99,-99.99,-99.99,-1.96,-2.66,0.34,-0.73,0.21,-2,-1.21,0.03,-4.75,-3.32,-3.85,0.36,-0.74,-3.61,1.12,-1.76,-5.48,3.78,5.19,1,0.31
195011,-5.02,0.14,-99.99,3.21,-1.73,-2.23,-1.22,-4.44,1.09,3.33,-99.99,12.1,3.61,7.67,7.35,2.26,4.54,2.12,5.25,-99.99,3.14,0.52,-1.84,8.54,2.69,-99.99,-99.99,7.47,4.9,5.28,-1.17,-0.24,-2.26,-0.01,1.68,7.94,12.5,7.46,6.98,4.18,3.6,1.01,1.56,0.12,2.88,4.48,5.23,-0.49
195012,-1.65,1.93,-99.99,6.4,-1.38,2.13,0.91,3.12,1.6,6.35,-99.99,9.32,5.56,6.18,3.49,12.45,2.95,6.73,7.63,-99.99,9.94,5.05,2.3,12.91,8.9,-99.99,-99.99,8.53,13.84,8.59,3.59,1.89,2.54,2.09,2.9,3.35,0.65,4.81,6.23,15.89,4.19,2.69,3.8,-3.88,6.05,4.88,11.55,2.76
195101,14.16,3.12,-99.99,8.69,3.72,10.93,4.13,6.84,7.65,2.22,-99.99,3.97,2.96,4.32,6.77,3.73,8.06,10.18,8.48,-99.99,6.39,10.44,9.01,1.92,5.18,-99.99,-99.99,6.13,4.01,6.34,5.02,1.88,2.78,8.88,7.21,4.7,-2.21,8.7,5.08,8.22,5.22,3.48,7.56,4.84,-8.11,13.89,4.45,10.84
195102,2.6,1.68,-99.99,-3.4,-0.77,0.52,5.05,-1.64,1.51,2.46,-99.99,-5.11,2.53,2.65,4.39,2.64,3.06,10.03,-2.31,-99.99,1.71,1.32,2.96,3.07,-0.6,-99.99,-99.99,0.19,0.26,0.97,3.11,4.11,0.61,0.75,-0.8,7.09,0.14,3.17,1.71,-2.27,-1.53,3.42,2.71,5.71,2.86,-3.13,-0.7,0.69
195103,0.64,-1.57,-99.99,-4.74,-1.58,-2.69,-5.91,-3.29,-3.19,-4.92,-99.99,-2.8,2.38,-1.76,-2.48,-9.28,0.82,-7.47,-5.14,-99.99,-4.51,-0.31,0.92,-8.52,-6.76,-99.99,-99.99,-4.17,-5.97,-2.31,-1.41,-1.1,-1.02,-3.16,-1.71,-0.97,-2.54,-3.39,-1.84,-3.65,0.51,-2.24,-3.78,1.71,2.59,-1.8,-1.24,0.27
195104,1.12,0.32,-99.99,5,-0.59,3.47,1.26,2.21,1.37,1.11,-99.99,5.96,11.05,8.3,4.91,2.25,3.85,2.76,6.57,-99.99,4.69,2.9,4.32,5.36,5.73,-99.99,-99.99,6.14,-2.51,11.03,0.21,0.85,-0.27,2.6,2.94,8.24,3.46,6.06,8.99,3.6,0.13,0.41,-1.57,1.04,0.48,-1.37,8.09,2.93
195105,0.16,-1.36,-99.99,-0.14,-2.09,-1.47,-4.75,-7.01,-2.08,-2.25,-99.99,-0.16,1.81,-0.32,-1.18,-0.6,-4.32,-0.25,-3.74,-99.99,-2.58,-3.38,-5.01,-3.29,-1.72,-99.99,-99.99,-3.09,-0.68,-3.04,-0.05,-0.41,1.16,-4.03,-0.04,-3.75,-3.65,-0.96,-2.97,-3.92,7.55,-1.77,-5.38,-0.1,-1.14,0.56,-3.02,-0.85
195106,-3.94,-3.35,-99.99,-2.55,-3.68,-5.05,0.55,-7.89,-8.43,-2.58,-99.99,1.04,0.81,-0.69,-0.16,-5.29,-2.08,-7.47,-8.19,-99.99,-4.9,-1.65,-6.66,-8.89,-8.48,-99.99,-99.99,-4.69,-0.16,1.11,-0.39,-0.18,-2.8,0.15,-2.25,5.15,-2.23,2.82,-2.15,-7.88,-7.28,-2.42,-5.04,-0.35,2.3,-0.61,-0.98,-2.15
195107,2.47,3.26,-99.99,5.27,3.07,4.02,7.61,2.68,7.35,1.07,-99.99,8.44,15.2,8.16,8.01,2.35,7.45,3.66,9.71,-99.99,6.62,5.02,4.35,10.68,8.55,-99.99,-99.99,6.79,5.24,11.46,5.31,2.8,0.01,1.08,8.17,5.08,6.47,1.23,6.97,8.5,11.36,2.45,3.77,7.16,2.15,-0.56,6.62,3.87
195108,6.71,3,-99.99,2.85,3.45,4.33,6.37,4.82,2.54,3.08,-99.99,4.71,-2.14,2.33,5.74,4.22,4.96,1.2,9.81,-99.99,4.73,7.27,7.15,4.96,2.1,-99.99,-99.99,9.76,8,5.71,2.13,2.64,0.86,3.15,4.68,1.05,3.58,5.71,3.56,1.46,3.4,2.65,5.24,3.16,1.76,3.49,6.08,1.64
195109,-6.23,0.07,-99.99,4.07,0.26,5.92,10.11,-2.2,0.37,-2.37,-99.99,-2.8,-1.71,-1.26,1.44,-2.25,0.97,9.67,1.3,-99.99,1.88,3.56,2.52,4.64,2.4,-99.99,-99.99,5.99,5.17,-0.84,1.32,-0.04,1.1,0.17,0.83,-1.19,9.69,7.91,-1.64,3.62,16.9,2.41,-0.33,0.87,3.89,-1.8,0.49,-0.33
195110,-7.53,-2.9,-99.99,-3.5,-2.36,-2.57,-3.69,-0.68,-2.77,-0.7,-99.99,-9.87,-5.42,-7.57,-2.76,-3.32,-1.95,-1.06,-1.49,-99.99,-2.38,-6.41,-2.03,-1.71,-1.32,-99.99,-99.99,-5.12,-1.55,1.21,0.71,-1.08,0.93,0.22,-2.31,-6.21,-9.33,-3.12,-3.46,-4.1,-9.38,-2.68,0.52,1.05,-5.98,3.72,-3.19,-8.39
195111,-0.39,-0.02,-99.99,-1.67,0.34,1.49,-0.39,1.15,-0.61,-0.77,-99.99,-5.36,0.11,0.11,3.59,1.09,-0.52,-0.4,1.21,-99.99,1.69,1.9,1.52,-2.82,-0.19,-99.99,-99.99,2.06,4.11,-0.86,1.65,0.49,0.37,2.58,-0.56,1.56,8.89,2.35,1.58,2.19,0.98,1.49,1.75,5.06,-4.83,5.11,4.69,2.32
195112,5.55,1.87,-99.99,2.72,0.82,-0.2,-2.32,-1.76,2.41,1.25,-99.99,1.43,5.55,8.34,1.7,1.37,3.2,3.71,0.46,-99.99,3.77,4.79,3.53,1.98,0.28,-99.99,-99.99,-1.74,-0.79,4.8,3.26,0.87,0.93,-1.67,6.32,9.02,2.81,5.42,3.19,1.67,-0.65,-0.22,0.6,3.4,9.43,-1.88,7.91,3.92
195201,-0.99,1.05,-99.99,-4.04,5.21,4.67,-0.78,1.13,0.49,1.32,-99.99,1.32,0.66,-3.33,0.8,-5.11,0.08,2.97,3.03,-99.99,0.7,-1.09,-1.32,4.47,1.48,-99.99,-99.99,4.78,4.96,6.62,3.08,0.17,6.82,-1.73,-3.37,-6.22,-1.29,-3.73,0.93,3.71,0.47,-0.64,3.53,-0.09,2.69,2.45,5.26,2.12
195202,-5.52,-0.61,-99.99,-3.35,-2.6,-0.03,0.08,1.01,-0.33,-3.73,-99.99,-10.36,-3.51,-3.4,-5.34,-3.64,-2.07,3.2,-6.14,-99.99,-2.52,-3.86,-0.24,-4.48,-2.26,-99.99,-99.99,-5.04,1.28,-3.46,0.7,-0.63,-4.19,-3.44,-4.07,-1.27,-0.76,-4.63,-2.15,-1.69,-3.27,-3.7,0.07,2.61,-4.59,-0.62,-0.94,-5.53
195203,5.42,0.92,-99.99,-0.22,1.86,-1.05,1.08,3.18,2.21,2.96,-99.99,2.59,0.14,3.31,3.45,3.98,3.39,3.44,1.86,-99.99,3.11,7.74,8.85,1.06,1.93,-99.99,-99.99,2,0.41,8.84,2.23,1.26,-0.59,3.72,1.56,4.26,-0.68,1.49,2.52,8.35,-0.96,2.75,5.02,4.44,3.54,7.42,3.47,3.42
195204,-2.64,-1.91,-99.99,-9.33,-3.83,-5.01,-6,0,-5.39,-3.24,-99.99,-8.6,-5.11,-7.27,-4.87,-5.08,-4,-1.11,-7.83,-99.99,-4.48,-3.77,-3.86,-6.52,-0.38,-99.99,-99.99,-5.79,-8.02,-7.65,-1.8,-0.74,-2.66,-4.18,-2.74,-4.88,-2.89,-9.25,-5.52,-3.39,-5.87,-1.52,-1.54,2.21,-0.63,-3.95,-5.14,-3.37
195205,4.8,2.1,-99.99,1.77,-0.45,5.24,-9.5,4.07,-0.48,1.82,-99.99,6.74,2.08,6.65,-0.94,5.02,3.74,3.76,2.55,-99.99,2.92,3.08,4.16,7.35,2.14,-99.99,-99.99,2.43,4.86,3.5,2.99,1.03,-0.33,1.73,3.6,4.46,0.82,0.94,2.88,4.38,3.64,2.61,1.32,1.76,4.78,3.7,2.7,1.33
195206,1.57,2.38,-99.99,2.64,3.72,3.92,0.6,-1.28,2.31,2.68,-99.99,1.66,-1.26,3.98,0.07,5.68,1.82,6.83,5.74,-99.99,1.83,6.64,6.2,7.28,2.78,-99.99,-99.99,4.24,2.11,5.5,1.09,2.06,-0.31,2.4,5.36,7.44,1.15,3.8,4.52,5.08,2.51,3.01,1.12,3.11,4.62,4.2,1.43,-1.18
195207,-3.15,1.01,-99.99,5.65,-0.64,0.09,-1.5,3.58,2.07,3.09,-99.99,-3.61,-4.48,1.28,3.14,-1.88,1.21,0.82,3.3,-99.99,3.9,1.44,2.41,0.44,1.17,-99.99,-99.99,1.55,0.52,-1.04,2.17,0.24,-3.42,1.01,1.59,-2.27,3.82,4.64,3.68,0.69,-0.74,2.18,-0.54,5.14,0.02,1.96,1.04,4.62
195208,3.85,1.04,-99.99,0.1,1.63,6.65,5.01,-2.4,0.08,-1.64,-99.99,3.14,-0.97,-1.6,2.73,-0.21,-1.06,2.27,-2.35,-99.99,-2.05,-0.07,1.55,1.2,-1.34,-99.99,-99.99,0.3,-0.91,-2.68,1.9,0.88,-2.73,0.53,-0.97,1.31,-0.73,0.38,-1.38,-0.34,-1.86,-0.25,3.81,-0.99,0.44,11.54,-2.3,1.17
195209,-6.27,-1.07,-99.99,-12.59,0.09,-2.85,-1.14,-0.84,-0.9,-1.03,-99.99,-1.58,-4.4,-1.7,-4.24,-5.58,-1.6,-6.43,-3.85,-99.99,-1.68,2.26,-0.94,-1.79,-1.3,-99.99,-99.99,-2.48,0.53,-4.36,0.35,-0.34,-0.18,-1,-1.26,-4.1,-0.25,-6.17,-0.24,-1.89,-4.11,-0.57,1.21,1.1,1.57,3.9,-1.18,0.89
195210,-4.88,-1.27,-99.99,-2.33,6.61,-0.92,-7.15,0.11,0.99,-3.17,-99.99,-5.25,-0.97,-2.08,-2.44,-7.16,-2.11,0.36,-1.56,-99.99,-1.98,-0.59,1.32,1.75,-1.18,-99.99,-99.99,-4.98,-2.13,0.41,0.49,0.92,2.88,0.4,-0.87,4.04,-5.49,0.37,-1.81,0.53,1.29,-1.26,-0.58,-2.37,-3.03,-2.65,-4.36,-5.77
195211,2.75,5.02,-99.99,9.65,8.03,5.38,9.45,6.5,5.26,7.31,-99.99,4.68,7.57,10.11,7.46,5.79,7.32,3.16,7.81,-99.99,7.28,10.53,7.51,5.13,6.71,-99.99,-99.99,6.13,9.68,1.97,5.19,4.07,-2.93,1.64,5.23,13.59,5.98,5.55,8.56,7.44,4.27,4.62,0.11,8.84,8.95,4.94,6.35,8.29
195212,1.87,1.52,-99.99,-0.46,0.44,4.89,6.87,2.12,1.16,0.55,-99.99,1.03,-2.33,1.67,-0.62,4.24,2.75,1.98,4.22,-99.99,2.37,2.53,7.06,3.23,0.71,-99.99,-99.99,2.12,-1.82,4.64,1.79,0.88,-1.88,2.54,3.81,4.68,1.65,-0.54,3.23,3.76,2.04,1.24,5.11,1.73,-0.41,7.85,8.34,0.34
195301,-1.05,3.09,-99.99,0.31,4.33,1.96,0.12,2.9,0.64,0.48,-99.99,-6.01,-5.01,0.2,2.19,-2.76,1,-0.44,1.42,-99.99,-0.16,-3.36,-0.44,7.82,4.08,-99.99,-99.99,-0.26,2.05,-3.06,0.94,1.02,1.75,2.93,0.12,-1.76,0.05,-0.64,-1.38,1.74,-0.1,0.87,3.38,1.01,1.98,3.48,-1.81,2.29
195302,-5.54,1.29,-99.99,0.2,5.64,2.08,4.43,7.38,-0.67,3.78,-99.99,3.42,1.93,-2.63,-0.17,1.63,0.04,0.11,-0.39,-99.99,-0.68,0.34,-1.17,1.45,1.91,-99.99,-99.99,3.29,-0.59,0.34,0.41,-0.43,0.11,1.26,0.9,-4.79,2.05,-4.03,1.62,-1.16,-1.51,-0.09,2.95,0.19,-2.48,0.24,0.22,-2.08
195303,4,-0.93,-99.99,-1.57,-4.45,7.09,4.45,-0.68,-0.57,-2.12,-99.99,1.09,-0.32,0.07,-0.94,-4.92,-0.26,-1.78,-4.72,-99.99,-0.7,-1.63,-4.55,-5.7,-1.58,-99.99,-99.99,-3.95,-6.58,-0.48,0.14,-0.43,4.41,0.3,-0.14,5.3,0.39,-5.75,-0.82,-2.37,-1.6,-0.47,1.3,-1.2,-1.04,2.63,3.43,2.8
195304,-3.54,-0.28,-99.99,-3.71,4.87,-2.65,-2.52,0.73,-3.3,-1.26,-99.99,-4.92,-5.41,-3.34,-1,-2.78,-2.07,-2.88,-2.04,-99.99,-1.76,0.81,-2.06,-4.22,-3.85,-99.99,-99.99,-2.01,-6.8,-5.16,-3.2,-1.04,0.45,-4.13,-5.74,-3.11,0.96,-3.44,-2.07,-2.91,-3.16,-0.66,-0.89,-3.33,-3.26,-1.42,-6.34,-1.5
